Table with column headers in rows 3 and 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2024 Poverty and Median Household Income Estimates - Counties, States, and National
Source: U.S. Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program January 2026, Project No. P-7502872 / Approval CBDRB-FY25-0429.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geographic Information,,,,All Ages,,,,,,Age 0-17,,,,,,Age 5-17 in Families,,,,,,Median Household Income,,,Age 0-4,,,,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
47,147,TN,Robertson County,"7,110","5,589","8,631",9.2,7.2,11.2,"2,235","1,578","2,892",12.2,8.6,15.8,"1,743","1,219","2,267",13.0,9.1,16.9,"81,231","76,561","85,901",.,.,.,.,.,.
47,149,TN,Rutherford County,"37,244","32,904","41,584",10.0,8.8,11.2,"11,324","9,307","13,341",12.5,10.3,14.7,"8,188","6,501","9,875",12.2,9.7,14.7,"90,118","85,061","95,175",.,.,.,.,.,.
47,151,TN,Scott County,"3,941","3,067","4,815",17.7,13.8,21.6,"1,097",748,"1,446",21.7,14.8,28.6,797,509,"1,085",21.6,13.8,29.4,"52,097","46,255","57,939",.,.,.,.,.,.
47,153,TN,Sequatchie County,"2,664","2,128","3,200",15.4,12.3,18.5,716,489,943,21.1,14.4,27.8,523,333,713,21.2,13.5,28.9,"65,760","58,969","72,551",.,.,.,.,.,.
47,155,TN,Sevier County,"13,090","11,011","15,169",13.2,11.1,15.3,"3,669","2,680","4,658",18.2,13.3,23.1,"2,478","1,682","3,274",16.8,11.4,22.2,"63,315","58,630","68,000",.,.,.,.,.,.
47,157,TN,Shelby County,"170,516","158,826","182,206",19.0,17.7,20.3,"67,584","60,909","74,259",29.9,26.9,32.9,"48,374","43,171","53,577",29.3,26.1,32.5,"65,005","62,719","67,291",.,.,.,.,.,.
47,159,TN,Smith County,"2,384","1,824","2,944",11.6,8.9,14.3,668,447,889,14.7,9.9,19.5,472,294,650,13.8,8.6,19.0,"71,325","63,434","79,216",.,.,.,.,.,.
47,161,TN,Stewart County,"2,412","2,065","2,759",17.1,14.6,19.6,696,563,829,24.1,19.5,28.7,404,286,522,18.6,13.2,24.0,"64,200","56,768","71,632",.,.,.,.,.,.
47,163,TN,Sullivan County,"25,200","21,921","28,479",15.7,13.7,17.7,"6,821","5,662","7,980",22.7,18.8,26.6,"4,986","4,066","5,906",22.4,18.3,26.5,"65,634","61,360","69,908",.,.,.,.,.,.
47,165,TN,Sumner County,"17,322","14,178","20,466",8.3,6.8,9.8,"5,083","3,846","6,320",10.8,8.2,13.4,"3,444","2,395","4,493",9.9,6.9,12.9,"95,878","93,396","98,360",.,.,.,.,.,.
47,167,TN,Tipton County,"8,343","6,901","9,785",13.6,11.2,16.0,"2,710","2,076","3,344",19.1,14.6,23.6,"1,981","1,451","2,511",18.5,13.5,23.5,"76,717","71,384","82,050",.,.,.,.,.,.
47,169,TN,Trousdale County,"1,450","1,075","1,825",14.5,10.7,18.3,342,227,457,14.9,9.9,19.9,237,147,327,14.2,8.8,19.6,"70,518","63,759","77,277",.,.,.,.,.,.
47,171,TN,Unicoi County,"2,524","1,955","3,093",14.4,11.2,17.6,620,424,816,20.0,13.7,26.3,421,264,578,18.1,11.4,24.8,"56,931","50,798","63,064",.,.,.,.,.,.
47,173,TN,Union County,"3,628","2,901","4,355",17.4,13.9,20.9,930,630,"1,230",22.1,15.0,29.2,701,455,947,22.2,14.4,30.0,"57,039","50,632","63,446",.,.,.,.,.,.
47,175,TN,Van Buren County,984,760,"1,208",14.9,11.5,18.3,299,201,397,22.8,15.3,30.3,219,135,303,22.7,13.9,31.5,"54,580","48,083","61,077",.,.,.,.,.,.
47,177,TN,Warren County,"6,577","5,135","8,019",15.2,11.9,18.5,"2,014","1,403","2,625",20.4,14.2,26.6,"1,349",857,"1,841",19.0,12.1,25.9,"59,779","55,831","63,727",.,.,.,.,.,.
47,179,TN,Washington County,"17,583","14,479","20,687",13.0,10.7,15.3,"3,974","2,889","5,059",16.0,11.6,20.4,"2,982","2,128","3,836",16.0,11.4,20.6,"64,816","60,062","69,570",.,.,.,.,.,.
47,181,TN,Wayne County,"2,692","2,090","3,294",18.8,14.6,23.0,566,395,737,22.5,15.7,29.3,413,273,553,22.6,14.9,30.3,"50,630","45,148","56,112",.,.,.,.,.,.
47,183,TN,Weakley County,"5,367","4,309","6,425",17.3,13.9,20.7,"1,353","1,003","1,703",22.0,16.3,27.7,928,641,"1,215",20.6,14.2,27.0,"52,803","48,170","57,436",.,.,.,.,.,.
47,185,TN,White County,"3,334","2,481","4,187",11.6,8.6,14.6,"1,109",718,"1,500",18.2,11.8,24.6,786,464,"1,108",17.3,10.2,24.4,"56,340","50,479","62,201",.,.,.,.,.,.
47,187,TN,Williamson County,"11,974","10,021","13,927",4.5,3.8,5.2,"2,284","1,631","2,937",3.5,2.5,4.5,"1,693","1,165","2,221",3.2,2.2,4.2,"147,807","140,029","155,585",.,.,.,.,.,.
47,189,TN,Wilson County,"12,286","9,973","14,599",7.3,5.9,8.7,"3,382","2,479","4,285",8.7,6.4,11.0,"2,373","1,625","3,121",8.2,5.6,10.8,"96,530","89,151","103,909",.,.,.,.,.,.
48,000,TX,Texas,"4,111,828","4,059,615","4,164,041",13.4,13.2,13.6,"1,352,889","1,319,092","1,386,686",17.9,17.5,18.3,"958,433","928,321","988,545",17.1,16.6,17.6,"79,723","79,163","80,283","372,104","356,332","387,876",19.3,18.5,20.1
48,001,TX,Anderson County,"9,083","7,074","11,092",20.0,15.6,24.4,"2,609","1,878","3,340",23.5,16.9,30.1,"1,830","1,241","2,419",22.0,14.9,29.1,"57,927","51,606","64,248",.,.,.,.,.,.
48,003,TX,Andrews County,"1,975","1,508","2,442",10.5,8.0,13.0,758,503,"1,013",12.9,8.5,17.3,533,325,741,12.2,7.4,17.0,"89,424","79,823","99,025",.,.,.,.,.,.
48,005,TX,Angelina County,"10,930","8,404","13,456",12.7,9.8,15.6,"4,008","2,583","5,433",18.8,12.1,25.5,"2,843","1,723","3,963",18.0,10.9,25.1,"62,937","58,201","67,673",.,.,.,.,.,.
48,007,TX,Aransas County,"3,593","2,647","4,539",14.3,10.5,18.1,"1,177",777,"1,577",27.1,17.9,36.3,843,516,"1,170",25.6,15.7,35.5,"67,768","60,995","74,541",.,.,.,.,.,.
48,009,TX,Archer County,838,657,"1,019",9.2,7.2,11.2,197,131,263,9.5,6.3,12.7,143,89,197,8.9,5.5,12.3,"79,806","71,063","88,549",.,.,.,.,.,.
48,011,TX,Armstrong County,178,133,223,10.1,7.5,12.7,60,40,80,15.8,10.6,21.0,44,27,61,15.5,9.6,21.4,"77,908","68,894","86,922",.,.,.,.,.,.
48,013,TX,Atascosa County,"8,286","6,602","9,970",15.9,12.7,19.1,"3,246","2,421","4,071",23.7,17.7,29.7,"2,580","1,912","3,248",25.1,18.6,31.6,"66,244","59,371","73,117",.,.,.,.,.,.
48,015,TX,Austin County,"3,576","2,764","4,388",11.1,8.6,13.6,"1,233",819,"1,647",16.4,10.9,21.9,903,560,"1,246",16.0,9.9,22.1,"74,343","66,529","82,157",.,.,.,.,.,.
48,017,TX,Bailey County,"1,075",791,"1,359",15.6,11.5,19.7,551,368,734,26.1,17.4,34.8,390,242,538,27.1,16.8,37.4,"61,259","55,930","66,588",.,.,.,.,.,.
48,019,TX,Bandera County,"2,502","1,931","3,073",11.0,8.5,13.5,671,473,869,17.9,12.6,23.2,465,298,632,16.6,10.6,22.6,"76,716","68,240","85,192",.,.,.,.,.,.
48,021,TX,Bastrop County,"10,781","8,191","13,371",9.6,7.3,11.9,"4,112","2,606","5,618",14.1,9.0,19.2,"2,890","1,660","4,120",13.2,7.6,18.8,"84,174","77,402","90,946",.,.,.,.,.,.
48,023,TX,Baylor County,557,423,691,16.1,12.2,20.0,184,126,242,23.6,16.2,31.0,133,86,180,23.1,15.0,31.2,"54,002","47,614","60,390",.,.,.,.,.,.
48,025,TX,Bee County,"5,529","4,145","6,913",24.2,18.1,30.3,"1,627","1,142","2,112",27.2,19.1,35.3,"1,166",764,"1,568",26.2,17.1,35.3,"56,414","51,328","61,500",.,.,.,.,.,.
48,027,TX,Bell County,"53,772","48,246","59,298",13.8,12.4,15.2,"20,187","16,756","23,618",18.9,15.7,22.1,"13,170","10,516","15,824",17.1,13.7,20.5,"69,108","65,608","72,608",.,.,.,.,.,.
48,029,TX,Bexar County,"304,387","286,397","322,377",14.6,13.7,15.5,"90,900","81,923","99,877",18.0,16.2,19.8,"63,847","56,754","70,940",17.1,15.2,19.0,"72,578","70,607","74,549",.,.,.,.,.,.
48,031,TX,Blanco County,"1,068",811,"1,325",8.0,6.1,9.9,239,157,321,11.2,7.4,15.0,177,107,247,11.1,6.7,15.5,"97,321","89,061","105,581",.,.,.,.,.,.
48,033,TX,Borden County,57,43,71,10.2,7.6,12.8,11,7,15,10.1,6.8,13.4,8,5,11,8.9,5.3,12.5,"96,586","84,711","108,461",.,.,.,.,.,.
48,035,TX,Bosque County,"2,713","2,200","3,226",14.5,11.8,17.2,692,476,908,18.2,12.5,23.9,493,313,673,17.1,10.8,23.4,"64,319","57,612","71,026",.,.,.,.,.,.
48,037,TX,Bowie County,"14,070","11,478","16,662",16.2,13.2,19.2,"4,833","3,542","6,124",22.7,16.6,28.8,"3,585","2,570","4,600",22.2,15.9,28.5,"62,559","57,418","67,700",.,.,.,.,.,.
48,039,TX,Brazoria County,"36,465","29,587","43,343",9.1,7.4,10.8,"11,602","8,441","14,763",11.4,8.3,14.5,"7,470","4,896","10,044",9.7,6.3,13.1,"100,255","96,493","104,017",.,.,.,.,.,.
48,041,TX,Brazos County,"50,404","46,214","54,594",22.1,20.3,23.9,"8,566","6,437","10,695",17.5,13.2,21.8,"5,631","4,008","7,254",15.9,11.3,20.5,"61,938","58,606","65,270",.,.,.,.,.,.
48,043,TX,Brewster County,"1,351","1,052","1,650",15.1,11.8,18.4,272,179,365,18.0,11.9,24.1,197,121,273,17.4,10.7,24.1,"63,982","57,268","70,696",.,.,.,.,.,.
48,045,TX,Briscoe County,219,166,272,14.7,11.1,18.3,76,51,101,23.2,15.7,30.7,55,35,75,22.1,14.1,30.1,"61,395","54,039","68,751",.,.,.,.,.,.
48,047,TX,Brooks County,"1,900","1,416","2,384",30.6,22.8,38.4,760,508,"1,012",44.7,29.9,59.5,545,334,756,43.2,26.5,59.9,"39,409","34,756","44,062",.,.,.,.,.,.
48,049,TX,Brown County,"6,179","5,090","7,268",16.7,13.8,19.6,"1,815","1,386","2,244",24.5,18.7,30.3,"1,213",863,"1,563",22.6,16.1,29.1,"60,291","54,397","66,185",.,.,.,.,.,.
48,051,TX,Burleson County,"2,739","2,120","3,358",13.7,10.6,16.8,929,646,"1,212",21.0,14.6,27.4,616,387,845,18.6,11.7,25.5,"70,451","62,981","77,921",.,.,.,.,.,.
48,053,TX,Burnet County,"5,037","3,965","6,109",9.2,7.2,11.2,"1,548","1,080","2,016",14.0,9.8,18.2,"1,079",686,"1,472",13.3,8.5,18.1,"78,699","72,179","85,219",.,.,.,.,.,.
48,055,TX,Caldwell County,"5,967","4,583","7,351",11.8,9.1,14.5,"1,943","1,293","2,593",16.9,11.2,22.6,"1,270",706,"1,834",16.0,8.9,23.1,"70,980","64,076","77,884",.,.,.,.,.,.
48,057,TX,Calhoun County,"2,847","2,145","3,549",14.5,10.9,18.1,855,553,"1,157",19.3,12.5,26.1,618,372,864,19.0,11.4,26.6,"69,077","61,004","77,150",.,.,.,.,.,.
48,059,TX,Callahan County,"1,658","1,225","2,091",11.5,8.5,14.5,499,324,674,16.1,10.5,21.7,385,236,534,16.4,10.1,22.7,"67,065","59,260","74,870",.,.,.,.,.,.
48,061,TX,Cameron County,"103,609","95,353","111,865",24.3,22.4,26.2,"39,265","34,710","43,820",33.2,29.4,37.0,"27,554","24,051","31,057",31.0,27.1,34.9,"52,973","50,310","55,636",.,.,.,.,.,.
48,063,TX,Camp County,"2,057","1,548","2,566",15.7,11.8,19.6,828,561,"1,095",24.7,16.7,32.7,603,383,823,24.3,15.4,33.2,"63,333","57,079","69,587",.,.,.,.,.,.
48,065,TX,Carson County,548,424,672,9.5,7.4,11.6,153,104,202,11.6,7.9,15.3,109,68,150,10.6,6.6,14.6,"81,564","74,279","88,849",.,.,.,.,.,.
48,067,TX,Cass County,"4,650","3,760","5,540",16.5,13.3,19.7,"1,358",907,"1,809",21.5,14.4,28.6,995,616,"1,374",20.7,12.8,28.6,"52,449","48,689","56,209",.,.,.,.,.,.
48,069,TX,Castro County,"1,212",935,"1,489",16.7,12.9,20.5,453,316,590,21.9,15.3,28.5,330,219,441,21.3,14.1,28.5,"66,616","58,637","74,595",.,.,.,.,.,.
48,071,TX,Chambers County,"4,403","3,350","5,456",7.9,6.0,9.8,"1,511","1,018","2,004",9.9,6.7,13.1,"1,103",697,"1,509",9.5,6.0,13.0,"106,175","94,063","118,287",.,.,.,.,.,.
48,073,TX,Cherokee County,"8,144","6,507","9,781",16.0,12.8,19.2,"2,656","1,780","3,532",20.4,13.7,27.1,"1,815","1,088","2,542",19.0,11.4,26.6,"59,341","54,058","64,624",.,.,.,.,.,.
48,075,TX,Childress County,"1,073",808,"1,338",20.0,15.1,24.9,299,206,392,23.8,16.4,31.2,211,137,285,22.8,14.8,30.8,"57,509","50,884","64,134",.,.,.,.,.,.
48,077,TX,Clay County,"1,166",890,"1,442",11.0,8.4,13.6,321,222,420,15.3,10.6,20.0,232,147,317,14.5,9.2,19.8,"74,944","66,794","83,094",.,.,.,.,.,.
48,079,TX,Cochran County,531,401,661,20.8,15.7,25.9,215,143,287,31.1,20.7,41.5,155,96,214,33.9,21.1,46.7,"52,164","46,072","58,256",.,.,.,.,.,.
48,081,TX,Coke County,492,388,596,15.0,11.8,18.2,152,111,193,21.3,15.6,27.0,115,82,148,21.3,15.2,27.4,"55,835","49,365","62,305",.,.,.,.,.,.
48,083,TX,Coleman County,"1,488","1,172","1,804",18.8,14.8,22.8,466,325,607,28.2,19.7,36.7,341,227,455,27.9,18.5,37.3,"52,648","46,635","58,661",.,.,.,.,.,.
48,085,TX,Collin County,"70,944","61,517","80,371",5.7,4.9,6.5,"18,134","13,785","22,483",6.1,4.6,7.6,"12,752","9,526","15,978",5.6,4.2,7.0,"124,920","121,256","128,584",.,.,.,.,.,.
48,087,TX,Collingsworth County,432,329,535,16.6,12.6,20.6,166,113,219,25.2,17.2,33.2,117,75,159,22.9,14.6,31.2,"55,421","48,830","62,012",.,.,.,.,.,.
48,089,TX,Colorado County,"2,813","2,137","3,489",13.4,10.2,16.6,"1,026",696,"1,356",20.7,14.0,27.4,727,455,999,19.8,12.4,27.2,"66,938","60,211","73,665",.,.,.,.,.,.
48,091,TX,Comal County,"13,723","10,967","16,479",6.9,5.5,8.3,"3,831","2,658","5,004",8.8,6.1,11.5,"2,815","1,877","3,753",8.5,5.7,11.3,"109,427","101,864","116,990",.,.,.,.,.,.
48,093,TX,Comanche County,"2,056","1,559","2,553",14.5,11.0,18.0,678,463,893,21.7,14.8,28.6,501,327,675,22.0,14.4,29.6,"58,941","52,564","65,318",.,.,.,.,.,.
48,095,TX,Concho County,499,372,626,22.0,16.4,27.6,79,54,104,23.0,15.8,30.2,59,38,80,23.4,15.0,31.8,"57,030","50,311","63,749",.,.,.,.,.,.
48,097,TX,Cooke County,"4,855","3,696","6,014",11.2,8.5,13.9,"1,513","1,019","2,007",15.3,10.3,20.3,"1,072",675,"1,469",14.6,9.2,20.0,"77,501","71,381","83,621",.,.,.,.,.,.
48,099,TX,Coryell County,"10,707","8,965","12,449",14.6,12.2,17.0,"3,391","2,636","4,146",18.0,14.0,22.0,"2,591","1,993","3,189",19.1,14.7,23.5,"64,049","58,321","69,777",.,.,.,.,.,.
48,101,TX,Cottle County,239,178,300,19.0,14.2,23.8,84,56,112,36.1,24.2,48.0,61,38,84,31.4,19.5,43.3,"57,388","51,284","63,492",.,.,.,.,.,.
48,103,TX,Crane County,510,389,631,11.4,8.7,14.1,210,144,276,15.7,10.8,20.6,149,93,205,14.8,9.2,20.4,"77,653","68,449","86,857",.,.,.,.,.,.
48,105,TX,Crockett County,403,304,502,14.7,11.1,18.3,131,87,175,19.3,12.9,25.7,93,58,128,18.1,11.2,25.0,"59,395","51,837","66,953",.,.,.,.,.,.
48,107,TX,Crosby County,"1,051",792,"1,310",21.2,16.0,26.4,446,307,585,34.8,24.0,45.6,341,227,455,35.3,23.5,47.1,"49,096","45,314","52,878",.,.,.,.,.,.
48,109,TX,Culberson County,409,306,512,18.2,13.6,22.8,146,98,194,28.2,18.9,37.5,103,64,142,27.6,17.2,38.0,"64,099","56,475","71,723",.,.,.,.,.,.
48,111,TX,Dallam County,875,662,"1,088",11.7,8.8,14.6,412,269,555,16.0,10.5,21.5,302,187,417,17.3,10.7,23.9,"63,621","55,896","71,346",.,.,.,.,.,.
48,113,TX,Dallas County,"328,986","300,700","357,272",12.5,11.4,13.6,"110,386","96,134","124,638",17.2,15.0,19.4,"74,633","63,485","85,781",16.0,13.6,18.4,"78,910","76,896","80,924",.,.,.,.,.,.
48,115,TX,Dawson County,"2,040","1,537","2,543",20.1,15.1,25.1,745,497,993,26.1,17.4,34.8,545,340,750,26.6,16.6,36.6,"58,227","51,348","65,106",.,.,.,.,.,.
48,117,TX,Deaf Smith County,"3,068","2,379","3,757",16.8,13.0,20.6,"1,307",870,"1,744",23.4,15.6,31.2,904,555,"1,253",22.5,13.8,31.2,"61,990","54,934","69,046",.,.,.,.,.,.
48,119,TX,Delta County,816,607,"1,025",14.6,10.9,18.3,326,219,433,23.3,15.6,31.0,237,148,326,24.1,15.1,33.1,"63,985","57,507","70,463",.,.,.,.,.,.
48,121,TX,Denton County,"64,177","56,308","72,046",6.2,5.4,7.0,"16,262","12,793","19,731",7.0,5.5,8.5,"11,138","8,379","13,897",6.4,4.8,8.0,"117,499","113,495","121,503",.,.,.,.,.,.
48,123,TX,DeWitt County,"3,405","2,693","4,117",18.5,14.6,22.4,"1,029",705,"1,353",23.2,15.9,30.5,734,468,"1,000",22.1,14.1,30.1,"63,383","55,971","70,795",.,.,.,.,.,.
48,125,TX,Dickens County,306,235,377,17.8,13.6,22.0,75,51,99,24.8,16.9,32.7,51,32,70,23.7,14.8,32.6,"52,796","46,559","59,033",.,.,.,.,.,.
48,127,TX,Dimmit County,"2,271","1,853","2,689",28.5,23.3,33.7,798,572,"1,024",35.9,25.7,46.1,602,416,788,36.5,25.2,47.8,"49,127","43,239","55,015",.,.,.,.,.,.
48,129,TX,Donley County,500,371,629,17.2,12.8,21.6,154,103,205,25.6,17.2,34.0,112,70,154,23.9,14.9,32.9,"51,408","45,551","57,265",.,.,.,.,.,.
48,131,TX,Duval County,"2,188","1,644","2,732",24.8,18.6,31.0,891,601,"1,181",36.8,24.8,48.8,668,428,908,37.9,24.3,51.5,"45,438","40,077","50,799",.,.,.,.,.,.
48,133,TX,Eastland County,"3,238","2,629","3,847",18.5,15.0,22.0,"1,000",772,"1,228",26.7,20.6,32.8,726,532,920,26.7,19.6,33.8,"54,528","48,665","60,391",.,.,.,.,.,.
48,135,TX,Ector County,"24,813","21,021","28,605",14.8,12.5,17.1,"9,466","7,222","11,710",18.6,14.2,23.0,"6,036","4,175","7,897",16.6,11.5,21.7,"75,887","70,356","81,418",.,.,.,.,.,.
48,137,TX,Edwards County,262,195,329,19.2,14.3,24.1,93,62,124,31.8,21.1,42.5,69,43,95,32.5,20.0,45.0,"57,450","51,176","63,724",.,.,.,.,.,.
48,139,TX,Ellis County,"17,258","13,496","21,020",7.5,5.9,9.1,"5,697","3,779","7,615",9.6,6.4,12.8,"4,139","2,568","5,710",9.3,5.8,12.8,"99,726","95,939","103,513",.,.,.,.,.,.
48,141,TX,El Paso County,"155,360","141,148","169,572",18.1,16.4,19.8,"51,106","43,707","58,505",23.4,20.0,26.8,"37,687","32,191","43,183",23.0,19.6,26.4,"59,883","57,458","62,308",.,.,.,.,.,.
48,143,TX,Erath County,"6,056","4,869","7,243",14.9,12.0,17.8,"1,434",983,"1,885",16.0,11.0,21.0,"1,000",636,"1,364",15.4,9.8,21.0,"65,488","59,114","71,862",.,.,.,.,.,.
48,145,TX,Falls County,"2,921","2,164","3,678",18.7,13.8,23.6,873,576,"1,170",24.0,15.9,32.1,635,390,880,23.7,14.5,32.9,"56,486","50,521","62,451",.,.,.,.,.,.
48,147,TX,Fannin County,"4,494","3,461","5,527",12.8,9.9,15.7,"1,357",961,"1,753",17.2,12.2,22.2,888,580,"1,196",15.0,9.8,20.2,"70,819","64,994","76,644",.,.,.,.,.,.
48,149,TX,Fayette County,"2,555","1,942","3,168",10.2,7.8,12.6,749,502,996,14.7,9.9,19.5,534,323,745,13.9,8.4,19.4,"76,540","70,464","82,616",.,.,.,.,.,.
48,151,TX,Fisher County,544,416,672,14.9,11.4,18.4,152,102,202,19.3,13.0,25.6,111,70,152,18.0,11.3,24.7,"64,430","57,733","71,127",.,.,.,.,.,.
48,153,TX,Floyd County,872,636,"1,108",17.3,12.6,22.0,374,250,498,30.1,20.1,40.1,271,169,373,28.1,17.5,38.7,"54,212","48,467","59,957",.,.,.,.,.,.
48,155,TX,Foard County,165,123,207,16.2,12.1,20.3,47,31,63,22.0,14.7,29.3,35,22,48,21.2,13.2,29.2,"52,717","46,402","59,032",.,.,.,.,.,.
48,157,TX,Fort Bend County,"73,289","63,272","83,306",7.7,6.6,8.8,"23,583","18,668","28,498",9.6,7.6,11.6,"16,959","13,105","20,813",8.8,6.8,10.8,"115,538","110,377","120,699",.,.,.,.,.,.
48,159,TX,Franklin County,"1,447","1,093","1,801",13.4,10.1,16.7,460,314,606,19.5,13.3,25.7,308,188,428,17.2,10.5,23.9,"67,120","60,317","73,923",.,.,.,.,.,.
48,161,TX,Freestone County,"2,418","1,781","3,055",12.7,9.4,16.0,794,515,"1,073",17.4,11.3,23.5,580,345,815,16.6,9.9,23.3,"69,048","63,707","74,389",.,.,.,.,.,.
48,163,TX,Frio County,"4,403","3,423","5,383",27.0,21.0,33.0,"1,534","1,071","1,997",37.4,26.1,48.7,"1,134",761,"1,507",37.8,25.4,50.2,"51,825","45,901","57,749",.,.,.,.,.,.
48,165,TX,Gaines County,"2,775","2,025","3,525",12.2,8.9,15.5,"1,602","1,036","2,168",19.8,12.8,26.8,"1,174",705,"1,643",20.2,12.1,28.3,"71,008","63,347","78,669",.,.,.,.,.,.
48,167,TX,Galveston County,"45,749","39,754","51,744",12.6,10.9,14.3,"14,049","11,183","16,915",16.9,13.5,20.3,"9,539","7,110","11,968",15.1,11.3,18.9,"86,354","80,843","91,865",.,.,.,.,.,.
48,169,TX,Garza County,717,530,904,17.2,12.7,21.7,200,134,266,23.1,15.5,30.7,143,89,197,22.3,13.9,30.7,"57,106","50,256","63,956",.,.,.,.,.,.
48,171,TX,Gillespie County,"2,285","1,707","2,863",8.2,6.1,10.3,683,450,916,12.7,8.4,17.0,490,298,682,12.1,7.4,16.8,"86,869","76,899","96,839",.,.,.,.,.,.
48,173,TX,Glasscock County,94,70,118,8.2,6.1,10.3,22,14,30,7.7,5.0,10.4,16,10,22,8.2,5.0,11.4,"107,849","94,673","121,025",.,.,.,.,.,.
48,175,TX,Goliad County,"1,102",884,"1,320",15.4,12.3,18.5,292,203,381,20.6,14.3,26.9,216,142,290,20.8,13.7,27.9,"68,784","60,502","77,066",.,.,.,.,.,.
48,177,TX,Gonzales County,"3,551","2,936","4,166",18.0,14.9,21.1,"1,484","1,166","1,802",28.8,22.6,35.0,"1,274","1,020","1,528",34.8,27.8,41.8,"60,783","53,470","68,096",.,.,.,.,.,.
48,179,TX,Gray County,"2,971","2,279","3,663",15.4,11.8,19.0,"1,034",725,"1,343",20.3,14.2,26.4,736,479,993,18.8,12.2,25.4,"69,749","64,239","75,259",.,.,.,.,.,.
48,181,TX,Grayson County,"16,352","13,211","19,493",11.0,8.9,13.1,"5,080","3,627","6,533",14.4,10.3,18.5,"3,589","2,396","4,782",13.7,9.1,18.3,"72,865","68,142","77,588",.,.,.,.,.,.
48,183,TX,Gregg County,"19,874","16,621","23,127",16.1,13.5,18.7,"6,991","5,307","8,675",22.1,16.8,27.4,"5,194","3,817","6,571",22.4,16.5,28.3,"62,490","56,611","68,369",.,.,.,.,.,.
48,185,TX,Grimes County,"4,564","3,552","5,576",15.0,11.7,18.3,"1,530","1,103","1,957",20.8,15.0,26.6,"1,105",751,"1,459",20.4,13.9,26.9,"67,168","59,748","74,588",.,.,.,.,.,.
48,187,TX,Guadalupe County,"15,247","12,240","18,254",7.9,6.3,9.5,"4,529","3,101","5,957",10.0,6.9,13.1,"3,327","2,175","4,479",9.6,6.3,12.9,"90,997","87,784","94,210",.,.,.,.,.,.
48,189,TX,Hale County,"5,533","4,344","6,722",18.6,14.6,22.6,"2,011","1,420","2,602",25.2,17.8,32.6,"1,553","1,081","2,025",25.9,18.0,33.8,"54,376","48,730","60,022",.,.,.,.,.,.
48,191,TX,Hall County,617,471,763,22.1,16.9,27.3,202,139,265,34.9,24.0,45.8,147,95,199,32.6,21.1,44.1,"52,797","48,776","56,818",.,.,.,.,.,.
48,193,TX,Hamilton County,"1,164",886,"1,442",13.7,10.4,17.0,393,278,508,21.4,15.1,27.7,291,193,389,19.9,13.2,26.6,"71,790","65,431","78,149",.,.,.,.,.,.
48,195,TX,Hansford County,548,412,684,11.1,8.3,13.9,200,133,267,14.1,9.4,18.8,140,86,194,13.1,8.0,18.2,"75,870","66,944","84,796",.,.,.,.,.,.
48,197,TX,Hardeman County,616,476,756,18.1,14.0,22.2,203,136,270,26.7,17.9,35.5,151,95,207,27.9,17.6,38.2,"53,275","47,098","59,452",.,.,.,.,.,.
48,199,TX,Hardin County,"6,282","4,883","7,681",10.8,8.4,13.2,"1,966","1,326","2,606",13.8,9.3,18.3,"1,419",899,"1,939",13.2,8.4,18.0,"81,183","73,514","88,852",.,.,.,.,.,.
48,201,TX,Harris County,"827,245","795,589","858,901",16.7,16.1,17.3,"292,108","275,090","309,126",23.3,21.9,24.7,"208,476","194,752","222,200",22.6,21.1,24.1,"74,682","73,324","76,040",.,.,.,.,.,.
48,203,TX,Harrison County,"9,935","8,004","11,866",14.5,11.7,17.3,"3,456","2,584","4,328",21.0,15.7,26.3,"2,566","1,886","3,246",20.6,15.1,26.1,"63,802","59,336","68,268",.,.,.,.,.,.
48,205,TX,Hartley County,379,284,474,9.2,6.9,11.5,105,71,139,9.8,6.6,13.0,79,50,108,10.4,6.6,14.2,"91,653","81,159","102,147",.,.,.,.,.,.
48,207,TX,Haskell County,"1,126",883,"1,369",22.8,17.9,27.7,282,201,363,29.6,21.1,38.1,210,143,277,29.0,19.8,38.2,"52,130","46,124","58,136",.,.,.,.,.,.
48,209,TX,Hays County,"30,760","27,474","34,046",10.8,9.6,12.0,"5,060","3,598","6,522",8.1,5.8,10.4,"3,478","2,327","4,629",7.5,5.0,10.0,"91,880","87,252","96,508",.,.,.,.,.,.
