Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source
11/13/23,Bollinger Innovations,Mullen Automotive,Mullen Fullerton,Original,Fullerton,CA,Batteries,Cells; Packs,Under Construction,2024,No Evidence,,,CA46,No Evidence,$0,None,https://news.mullenusa.com/mullen-expands-us-battery-operations-moves-to-solid-state-polymer-pack-testing-as-ev-business-scales
11/13/23,Exxon Mobil,Exxon Mobil,Mobil Lithium Facility,Original,Magnolia,AR,Minerals,Lithium,Planned,2027,No Evidence,,,AR04,No Evidence,$0,None,https://corporate.exxonmobil.com/news/news-releases/2023/1113_exxonmobil-drilling-first-lithium-well-in-arkansas
11/7/23,General Motors,General Motors,Tonawanda Powertrain Plant,Original,Buffalo,NY,Parts,EV Drive Systems,Canceled,,Good Evidence,"$300,000,000",,NY26,No Evidence,$0,None,https://gmauthority.com/blog/2023/11/gm-to-invest-300m-at-tonawanda-engine-plant-to-manufacture-ev-drive-units/
11/6/23,Ford Motor Company,Ford,Louisville Assembly Plant,Expansion 1,Louisville,KY,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2026,Good Evidence,"$1,200,000,000",,KY03,Good Evidence,$0,None,https://www.courier-journal.com/story/money/companies/2023/11/06/louisville-assembly-plant-what-fords-investment-means-for-plant-evs/71393915007/
11/6/23,General Motors,General Motors,Lansing Grand River,Original,Lansing,MI,Light-Duty (Class 1-2),Vehicle Assembly,Planned,,Good Evidence,"$1,250,000,000",,MI07,No Evidence,,Domestic Manufacturing Conversion Grant Program,https://gmauthority.com/blog/2023/11/gm-to-invest-1-25-billion-at-lansing-grand-river-plant-for-ev-production/
11/3/23,Stellantis,Stellantis,Belvidere Battery Plant,Original,Belvidere,IL,Batteries,Packs,Canceled,2028,No Evidence,"$3,200,000,000","1,300",IL16,No Evidence,$0,None,https://www.chicagotribune.com/2023/11/03/stellantis-uaw-deal-will-bring-5-billion-investment-and-thousands-of-jobs-to-belvidere-auto-plant/
11/2/23,Ford Motor Company,Ford,AMP Manufacturing Facility,Original,Sante Fe Springs,CA,Parts,Other Electrification Components,Operational,,No Evidence,,,CA38,No Evidence,$0,None,https://www.electrive.com/2023/11/02/ford-acquires-bms-specialist-amp/
10/31/23,Asahi Kasei Company,Celgard,Charlotte Manufacturing Facility,Expansion 1,Charlotte,NC,Batteries,Separators,Under Construction,2026,No Evidence,"$87,693,333",100,NC14,No Evidence,$0,None,https://www.celgard.com/storage/components/2023_10_hipore-expands-in-us-at-celgard-charlotte.pdf
10/31/23,Toyota Motor Company,Toyota,Toyota Battery Manufacturing North Carolina,Expansion 3,Liberty,NC,Batteries,Cells,Under Construction,2027,No Evidence,"$8,000,000,000","3,000",NC09,No Evidence,$0,None,https://governor.nc.gov/news/press-releases/2023/10/31/toyota-announces-additional-3000-jobs-8-billion-investment-randolph-county-battery-manufacturing
10/26/23,Epsilon Advanced Materials,Epsilon,Brunswick County Manufacturing Facility,Original,Riegelwood,NC,Minerals,Graphite,Planned,2026,No Evidence,"$650,000,000",500,NC07,No Evidence,,Qualifying Advanced Energy Project Credit (48C),https://governor.nc.gov/news/press-releases/2023/10/26/governor-cooper-announces-500-jobs-global-battery-component-supplier-selects-brunswick-county-first
10/26/23,LG Corporation,LG Energy Solution,LG Energy Solution Arizona,Update,Queen Creek,AZ,Batteries,Cells,Under Construction,2025,No Evidence,,,AZ05,No Evidence,$0,None,https://www.electrive.com/2023/10/26/lg-energy-solution-is-ramping-up-battery-production-capacities/
10/25/23,Orbia,Koura,St. Gabriel LiPF6 Manufacturing Facility,Update,St Gabriel,LA,Batteries,Electrolytes and Electrolyte Inputs,Planned,2026,No Evidence,,25,LA02,No Evidence,,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.opportunitylouisiana.gov/led-news/news-releases/news/2023/10/25/koura-proposes-$800-million-investment-in-two-ev-battery-supply-chain-projects-in-iberville-parish
10/25/23,Orbia,Koura,St. Gabriel PVDF Manufacturing Facility,Original,St Gabriel,LA,Batteries,Separators,Planned,2026,No Evidence,"$200,000,000",25,LA02,No Evidence,$0,None,https://www.opportunitylouisiana.gov/led-news/news-releases/news/2023/10/25/koura-proposes-$800-million-investment-in-two-ev-battery-supply-chain-projects-in-iberville-parish
10/24/23,Factorial Energy,Factorial Energy,Methuen Facility,Update,Methuen,MA,Batteries,Cells,Operational,2023,No Evidence,"$5,000,000",-16,MA03,No Evidence,$0,None,https://www.electrive.com/2023/10/24/usa-factorial-energy-opens-solid-state-battery-development-and-production-site/
10/18/23,General Motors,General Motors,Orion Factory,Update,Lake Orion,MI,Batteries,Packs; Modules,Operational,2025,Good Evidence,,-945,MI09,Good Evidence,$0,None,https://www.electrive.com/2023/10/18/gm-postpones-ramp-up-of-its-electric-pickup-production/
10/12/23,Arrival,Arrival,Charlotte Microfactory,Update,Charlotte,NC,Multiple Classes,Vehicle Assembly,Canceled,2024,No Evidence,,,NC14,No Evidence,$0,None,https://www.electrive.com/2023/10/12/arrival-to-make-further-cuts-to-workforce/
10/12/23,Arrival,Arrival,High Voltage Battery Module Assembly Plant,Update,Charlotte,NC,Batteries,Modules,Canceled,,No Evidence,,,NC14,No Evidence,$0,None,https://www.electrive.com/2023/10/12/arrival-to-make-further-cuts-to-workforce/
10/12/23,Arrival,Arrival,Rock Hill Microfactory,Update,Rock Hill,SC,Multiple Classes,Vehicle Assembly,Canceled,,No Evidence,,,SC05,No Evidence,$0,None,https://www.electrive.com/2023/10/12/arrival-to-make-further-cuts-to-workforce/
10/11/23,Samsung,Samsung SDI,StarPlus Energy Gigafactory #2 (JV),Original,Kokomo,IN,Batteries,Modules,Planned,2027,No Evidence,"$1,600,000,000",700,IN05,No Evidence,,Loan Programs Office (LPO),https://www.stellantis.com/en/news/press-releases/2023/july/stellantis-samsung-sdi-announce-plans-to-build-second-starplus-energy-gigafactory-in-the-united-states
10/4/23,LG Corporation,LG Energy Solution,Holland Battery Factory,Expansion 2,Holland,MI,Batteries,Cells; Packs,Under Construction,2025,No Evidence,"$3,000,000,000",,MI04,No Evidence,$0,None,https://www.reuters.com/business/autos-transportation/toyota-lg-energy-sign-battery-supply-agreement-power-evs-2023-10-04/
10/2/23,Amazon,Zoox,Zoox Hayward Factory,Original,Hayward,CA,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2025,No Evidence,,100,,No Evidence,$0,None,https://finance.yahoo.com/news/amazon-amzn-zoox-set-establish-153400481.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAD1Me9fXgTnwLGSvB0rDKbO2-SeXS7GRitrrV17R1CTRfPa2u01qcpoY2oAfc0R-vfq2Tqyj-nxm6_n-Zxh0K4eN6HuWyUHtRqmHkEObEmfmqU5kW9_UTMYw7kKhQkiP20dQYdwOhqXBjMjh04IP0NBogMRl4-hp552tzSWB-oMa
9/28/23,Ascend Elements,Ascend Elements,Hopkinsville Battery Recycling Plant (JV),Original,Hopkinsville,KY,Battery Recycling,Recycling,Canceled,2025,No Evidence,"$16,250,000",15,KY01,No Evidence,$0,None,https://www.prnewswire.com/news-releases/sk-ecoplant-and-ascend-elements-to-build-new-lithium-ion-battery-recycling-facility-in-southwest-kentucky-301938862.html
9/28/23,SK,SK Ecoplant,Hopkinsville Battery Recycling Plant (JV),Original,Hopkinsville,KY,Battery Recycling,Recycling,Canceled,2025,No Evidence,"$41,600,000",38,KY01,No Evidence,$0,None,https://www.prnewswire.com/news-releases/sk-ecoplant-and-ascend-elements-to-build-new-lithium-ion-battery-recycling-facility-in-southwest-kentucky-301938862.html
9/28/23,SK,TES,Hopkinsville Battery Recycling Plant (JV),Original,Hopkinsville,KY,Battery Recycling,Recycling,Canceled,2025,No Evidence,"$7,150,000",7,KY01,No Evidence,$0,None,https://www.prnewswire.com/news-releases/sk-ecoplant-and-ascend-elements-to-build-new-lithium-ion-battery-recycling-facility-in-southwest-kentucky-301938862.html
9/27/23,Hexagon Purus,Hexagon Purus,Mesquite Electric Truck Integration Facility,Original,Mesquite,TX,Heavy-Duty (Class 7-8),Vehicle Assembly,Under Construction,2024,No Evidence,"$12,000,000",250,TX05,No Evidence,$0,None,https://dallasinnovates.com/norwegian-company-to-open-electric-truck-integration-facility-in-dallas-area/
9/27/23,Samsung,Samsung SDI,Auburn Hills Battery Manufacturing Factory #1,Expansion 2,Auburn Hills,MI,Batteries,Modules,Operational,,No Evidence,"$20,500,000",184,MI11,No Evidence,$0,None,https://www.michiganbusiness.org/press-releases/2023/09/msf/
9/27/23,Samsung,Samsung SDI,Auburn Hills Battery Manufacturing Factory #2,Original,Auburn Hills,MI,Batteries,Modules,Operational,,No Evidence,"$20,500,000",184,MI11,No Evidence,$0,None,https://www.michiganbusiness.org/press-releases/2023/09/msf/
9/25/23,Big Rig Collision Group,Big Rig Manufacturing,Alexander Dennis Manufacturing,Original,Las Vegas,NV,Heavy-Duty (Class 7-8),Vehicle Assembly,Planned,2024,No Evidence,,,NV04,No Evidence,$0,None,https://www.alexander-dennis.com/alexander-dennis-appoints-big-rig-manufacturing-as-double-deck-build-partner-for-north-america/
9/22/23,Hyundai Motor Group,Hyundai,Metaplant Manufacturing Joint Venture (JV),Update,Savannah,GA,Multiple Classes,Vehicle Assembly,Operational,2024,No Evidence,,,GA01,No Evidence,$0,None,https://insideevs.com/news/687987/hyundai-speeds-up-construction-us-ev-plant-get-ira-incentives/
9/22/23,Tesla,Tesla,Gigafactory 5,Update,Austin,TX,Multiple Classes,Vehicle Assembly,Operational,2023,No Evidence,,"15,000",TX35,Good Evidence,$0,None,https://electrek.co/2023/09/22/tesla-reveals-unbelievable-employment-numbers-giga-texas/?utm_source=dlvr.it&utm_medium=linkedin
9/20/23,Blue Whale Materials,Blue Whale Materials,Bartlesville Battery Processing Facility,Original,Bartlesville,OK,Battery Recycling,Recycling,Operational,2024,No Evidence,"$45,000,000",90,OK02,No Evidence,$0,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.businesswire.com/news/home/20230919508952/en/Blue-Whale-Materials-Selects-Bartlesville-Oklahoma-for-its-First-Commercial-Scale-Li-Ion-Battery-Processing-Facility
9/20/23,EnerG2,Group14,BAM-2 Factory,Update,Moses Lake,WA,Minerals,Anode Materials,Under Construction,2024,No Evidence,,400,WA04,No Evidence,"$50,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://group14.technology/en/news/group14-concludes-contract-for-100m-award-from-us-doe-to-accelerate-bam-2-construction
9/13/23,Vicinity,Vicinity,Whatcom County Assembly Facility,Update,Ferndale,WA,Multiple Classes,Vehicle Assembly,Operational,2023,No Evidence,,,WA02,No Evidence,$0,None,https://www.electrive.com/2023/09/13/vicinity-motor-opens-e-truck-assembly-in-washington-state/
9/11/23,Bollinger Innovations,Mullen Automotive,Mullen Fullerton,Expansion 1,Fullerton,CA,Batteries,Cells; Packs,Under Construction,2024,No Evidence,"$3,500,000",,CA46,No Evidence,$0,None,https://news.mullenusa.com/mullen-acquires-battery-pack-production-assets-from-romeo-power
9/11/23,Nidec,Nidec Industrial,Nidec Cleveland Manufacturing Facility,Expansion 1,Cleveland,OH,EV Charging,Charging Units,Operational,2024,No Evidence,,,OH07,No Evidence,$0,None,https://cbs4indy.com/business/press-releases/ein-presswire/655086315/nidec-industrial-solutions-unveils-its-new-high-speed-ev-charger-at-the-re-expo-this-september/
9/8/23,Guoxuan High Tech,Gotion,Gotion Lithium Battery Plant,Original,Manteno,IL,Batteries,Cells; Packs,Under Construction,2024,No Evidence,"$2,000,000,000","2,600",IL01,No Evidence,$0,None,https://www.illinois.gov/news/press-release.26997.html
9/8/23,Toyota Motor Company,Denso,Battle Creek Thermal Manufacturing Facility,Original,Battle Creek,MI,Batteries,Battery Pack Components,Planned,,No Evidence,"$63,000,000",,MI04,No Evidence,$0,None,https://www.denso.com/us-ca/en/news/newsroom/2023/20230908-01/
9/6/23,American Battery Technology Company,American Battery Technology Company,Tonopah Flats Lithium Project,Original,Millers,NV,Minerals,Lithium Hydroxide,Planned,2025,No Evidence,"$57,744,831",25,,No Evidence,"$2,850,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.prnewswire.com/news-releases/american-battery-technology-company-receives-contract-for-57m-grant-from-us-doe-for-construction-of-commercial-scale-lithium-hydroxide-refinery-301919344.html
8/31/23,Hyundai Motor Group,Hyundai,Metaplant Manufacturing Joint Venture (JV),Expansion 1,Savannah,GA,Batteries,Cells; Packs,Operational,2025,No Evidence,"$1,000,000,000",200,GA01,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2023-08-31/gov-kemp-hyundai-motor-group-and-lg-energy-solution-invest-additional-2b
8/31/23,LG Corporation,LG Energy Solution,Metaplant Manufacturing Joint Venture (JV),Expansion 1,Savannah,GA,Batteries,Cells; Packs,Operational,2025,No Evidence,"$1,000,000,000",200,GA01,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2023-08-31/gov-kemp-hyundai-motor-group-and-lg-energy-solution-invest-additional-2b
8/29/23,CATL,CATL,Contemporary Amperex Technology Kentucky Facility,Update,Glasgow,KY,Batteries,Packs,Canceled,2023,,"($97,700,000)",-350,KY02,No Evidence,,,https://glasgownews1.com/2023/08/29/one-time-catk-property-on-donnelley-drive-in-glasgow-listed-for-sale-at-33-million/?utm_source=chatgpt.com
8/28/23,Harbinger Motors,Harbinger Motors,Orange County,Original,Garden Grove,CA,Multiple Classes,Vehicle Assembly,Operational,2024,No Evidence,"$29,600,000",160,CA45,No Evidence,$0,None,https://commercialobserver.com/2023/08/rexford-ev-harbinger-motors-lease-socal/
8/25/23,Westwin Elements,Westwin Elements,Lawton Refinery,Original,Lawton,OK,Minerals,Nickel; Cobalt,Canceled,2028,No Evidence,,,OK04,No Evidence,$0,None,https://www.okcommerce.gov/westwin-elements-breaks-ground-on-americas-only-critical-minerals-pilot-plant/
8/15/23,Tevva,Tevva,ElectraMeccanica Mesa Manufacturing Plant,Original,Mesa,AZ,Medium-Duty (Class 3-6),Vehicle Assembly,Planned,2025,No Evidence,,,AZ05,No Evidence,$0,None,https://techcrunch.com/2023/08/15/electrameccanica-to-merge-with-electric-truck-startup-tevva/
8/14/23,Canoo,Canoo,EV Battery Module Manufacturing Facility,Update,Pryor,OK,Batteries,Modules,Canceled,,No Evidence,"$160,000,000",860,OK02,No Evidence,$0,None,https://www.prnewswire.com/news-releases/canoo-finalizes-incentive-package-with-oklahoma-cherokee-nation-301899676.html
8/14/23,Canoo,Canoo,Oklahoma City Assembly Facility,Update,Oklahoma City,OK,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2023,No Evidence,"$160,000,000",,OK05,No Evidence,$0,None,https://www.prnewswire.com/news-releases/canoo-finalizes-incentive-package-with-oklahoma-cherokee-nation-301899676.html
8/3/23,INICS Battery Solution,INICS Battery Solution,Auburn Facility,Original,Auburn,AL,Batteries,Battery Pack Components,Planned,2024,No Evidence,"$14,000,000",30,AL03,No Evidence,$0,None,https://oanow.com/news/local/business/development/ev-battery-manufacturer-to-bring-14-million-plant-and-30-new-jobs-to-auburn/article_ff28751a-314a-11ee-8134-bf27964bfcb4.html
8/3/23,XCHARGE,XCHARGE,San Marcos Manufacturing Facility,Original,Kyle,TX,EV Charging,Charging Units,Operational,2023,No Evidence,,,TX35,No Evidence,$0,None,https://www.xchargeenergy.com/newsDetail?id=64ccbedb4ea6a0137acd5ada&type=news
8/2/23,Electrovaya,Electrovaya,Electrovaya US Gigafactory,Update,Jamestown,NY,Batteries,Separators; Cells; Modules; Packs,Operational,2024,No Evidence,,,NY23,No Evidence,$0,None,https://electrovaya.com/press/electrovaya-provides-update-on-planned-new-york-gigafactory/
8/1/23,Hanon Systems,Hanon Systems,Loudon Manufacturing Facility,Original,Loudon,TN,Batteries,Battery Pack Components,Planned,,No Evidence,"$170,000,000",600,TN02,No Evidence,$0,None,https://tnecd.com/news/governor-lee-commissioner-mcwhorter-announce-hanon-systems-to-establish-operations-in-loudon-county/
7/28/23,Amsted Industries,Amsted Graphite Materials,Amsted Graphite Materials,Original,Anmoore,WV,Minerals,Graphite,Operational,,Some Evidence,,140,WV02,No Evidence,$0,None,https://www.prnewswire.com/news-releases/anovion-launches-as-a-leader-in-the-north-american-battery-materials-supply-chain-bringing-proven-anode-technologies-and-over-140-years-of-history-in-synthetic-graphite-production-301510587.html
7/27/23,Piedmont Lithium,Piedmont Lithium,North Etowah Industrial Park Facility,Expansion 1,Etowah,TN,Minerals,Lithium,Canceled,2026,No Evidence,"$218,000,000",,,No Evidence,$0,None,https://www.timesfreepress.com/news/2023/jul/27/chattanooga-area-ev-supplier-plant-tfp/
7/25/23,Bollinger Innovations,Bollinger Motors,Oak Park Factory,Original,Oak Park,MI,Multiple Classes,Vehicle Assembly,Canceled,2024,No Evidence,"$22,000,000",237,MI11,No Evidence,$0,None,https://www.crainsdetroit.com/manufacturing/bollinger-motors-plans-44m-investment-237-new-jobs
7/25/23,Junchuang,Junchuang,Fort Worth Facility,Original,Fort Worth,TX,Parts,Plastic Moldings,Planned,2025,No Evidence,"$21,000,000",120,TX33,No Evidence,$0,None,https://fortworthinc.com/news/chinese-company-junchuang-north-america-to-make-ev-parts-in-/
7/24/23,Stellantis,Stellantis,StarPlus Energy Gigafactory #2 (JV),Original,Kokomo,IN,Batteries,Cells,Planned,2027,No Evidence,"$1,600,000,000",700,IN05,No Evidence,,Loan Programs Office (LPO),https://www.stellantis.com/en/news/press-releases/2023/july/stellantis-samsung-sdi-announce-plans-to-build-second-starplus-energy-gigafactory-in-the-united-states
7/21/23,Geely,Volvo Cars,South Carolina Car Factory,Update,Ridgeville,SC,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2024,No Evidence,,,SC01,No Evidence,$0,None,https://insideevs.com/news/678073/volvo-ex90-delayed-mid-2024-lidar-software-integration-issue/
7/20/23,Magna International,Magna International,BlueOval City Battery Enclosures Facility,Original,Stanton,TN,Batteries,Battery Enclosures,Planned,2025,No Evidence,"$263,333,333",750,TN08,No Evidence,$0,None,https://www.tn.gov/ecd/news/2023/7/20/-governor-lee--commissioner-mcwhorter-announce-magna-to-be-the-first-supplier-at--ford-s-blueoval-city-supplier-park.html
