"Electric.Power.Plant.Name","Operating.Utility.Name","City","State","Primary.Energy.Source","Maximum.Summer.Capacity..Megawatts.","Longitude","Latitude"
"Arthur 2 Solar","Arthur Solar 2, LLC","Tabor City","North Carolina","solar",5,-78.835562,34.172948
"Clay County Electrical Cooperative","Today's Power, Inc.","Corning","Arkansas","solar",1,-90.64251,36.419308
"Craighead Electric Solar One","Today's Power, Inc.","Brookland","Arkansas","batteries",2.2,-90.567226,35.922262
"DeGraff Butler Electric","Today's Power, Inc.","Burns","Kansas","solar",1,-96.860851,37.985224
"Farmers Electric Cooperative","Today's Power, Inc.","Newport","Arkansas","solar",1,-91.230511,35.629554
"HEB_CPS00085","Texas Microgrid, LLC","San Antonio","Texas","natural gas",1.6,-98.703454,29.433657
"HEB_CPSSADC","Texas Microgrid, LLC","San Antonio","Texas","natural gas",6.4,-98.360879,29.417338
"OTHERCitizensHospital","Texas Microgrid, LLC","Victoria","Texas","natural gas",2.8,-96.977765,28.812804
"Eunice LA Plant","EnLink Processing Services, LLC","Eunice","Louisiana","natural gas",4.6,-92.532,30.461
"Wolf Tank Storage","Wolf Tank Storage LLC","Laredo","Texas","batteries",150,-99.276018,27.577207
"Cald BESS","Cald BESS LLC","Los Angeles","California","batteries",100,-118.2321,33.955872
"Lakeview Battery Storage Facility","AFTW Storage, LLC","Bakersfield","California","batteries",1.2,-119.065909,35.095124
"Resurgence Solar II","Resurgence Solar II","Boron","California","solar",88,-117.54484,35.00656
"9150 Hermosa Solar GM","Valta Energy","Rancho Cucamonga","California","solar",1.3,-117.5872,34.0878
"Harvest Gold Solar","Harvest Gold Solar Power, LLC","Indianola","Mississippi","solar",99,-90.636,33.505
"Double Back Diamond","Double Back Diamond Solar Power, LLC","Virden","Illinois","solar",592.8,-89.809783,39.53729
"Prairie Mist Solar","Prairie Mist Solar Project, LLC","Montrose","Arkansas","solar",100,-91.668951,33.255423
"Wadley Solar","Wadley Solar, LLC","Wadley","Georgia","solar",260,-82.408788,32.820018
"Sonoran Solar Energy","Sonoran Solar Energy, LLC","Buckeye","Arizona","solar",520,-112.542402,33.248767
"Altona Solar, LLC","Birch Creek Power, LLC","Centralia","Missouri","solar",30,-92.14203,39.28345
"Envoy Solar, LLC","Birch Creek Power, LLC","Mexico","Missouri","solar",50,-91.847984,39.156733
"Richland Township Solar, LLC","Birch Creek Power, LLC","Washburn","Illinois","solar",35,-89.287892,40.935947
"Earp Solar, LLC","Birch Creek Power, LLC","Monmouth","Illinois","solar",35,-90.668811,40.891816
"Kimmel Road Solar, LLC","Birch Creek Power, LLC","Du Quoin","Illinois","solar",50,-89.212676,38.050106
"Salt Creek Township Solar, LLC","Birch Creek Power, LLC","Mason City","Illinois","solar",50,-89.720274,40.182668
"Adams Solar LLC PA","Adams Solar LLC (PA)","Gettysburg","Pennsylvania","solar",80,-77.197226,39.879553
"Caden Energix Axton LLC","Caden Energix Axton LLC","Axton","Virginia","solar",66,-79.755013,36.667889
"McFarland A Solar and Storage","AES Clean Energy","Dateland","Arizona","solar",300,-113.490521,32.951288
"McFarland B Solar and Storage","AES Clean Energy","Dateland","Arizona","solar",450,-113.475962,32.957479
"Enchanted Rock Lodi","Enchanted Rock","Lodi","California","natural gas",48,-121.299694,38.147724
"Falmouth Renewable Energy Center","Duke Energy Florida, LLC","Live Oak","Florida","solar",74.9,-83.1562,30.3436
"Kiowa County Solar Project, LLC","Kiowa County Solar Project, LLC","Snyder","Oklahoma","solar",100,-98.962312,34.669592
"Dunns Bridge I Solar","Dunns Bridge Solar Center LLC","Wheatfield","Indiana","solar",265,-87.00726,41.17257
"ELP - Kipp","ELP Kipp Solar, LLC","Hudson","New York","solar",3.5,-73.78298,42.20193
"Plympton Lake Street Solar","REA Investments, LLC","Plympton","Massachusetts","solar",2.4,-70.800218,41.999164
"Mariaville Road Elsworth Solar, LLC","REA Investments, LLC","Ellsworth","Maine","solar",1.6,-68.449639,44.583945
"Plympton Main Street Solar, LLC","REA Investments, LLC","Plympton","Massachusetts","solar",5,-70.805042,41.972946
"Market Street Gardiner Solar, LLC","REA Investments, LLC","Gardiner","Maine","solar",3.3,-69.818982,44.182319
"North Nobleboro Road, LLC","REA Investments, LLC","Waldoboro","Maine","solar",2.5,-69.429249,44.130682
"Nutting Ridge Solar, LLC","REA Investments, LLC","Otisfield","Maine","solar",4,-70.542858,44.070765
"Bodhi Solar","Bodhi Solar, LLC","Wheatfield","New York","solar",5,-77.874,43.012
"Halifax CSG LLC","Dimension Energy LLC","South Boston","Virginia","solar",3.1,-78.939161,36.679324
"Clearview Solar 1","Clearview Solar I, LLC","Quincy","Ohio","solar",144,-83.984089,40.269236
"Perkins Road Belfast Solar, LLC","REA Investments, LLC","Belfast","Maine","solar",4.8,-68.992417,44.400239
"Route 3 China Solar, LLC","REA Investments, LLC","China","Maine","solar",4.5,-69.531272,44.40937
"Searsmont Road Lincolnville Solar, LLC","REA Investments, LLC","Lincolnville","Maine","solar",4,-69.113443,44.303763
"Sauk Solar Park","DTE Electric Company","Union City","Michigan","solar",150,-85.102965,42.06202
"Sherburne Solar Holdings, LLC","REA Investments, LLC","Princeton","Minnesota","solar",3,-93.593619,45.54325
"Sheridan Road Solar Farm","REA Investments, LLC","Ashland","Maine","solar",3,-68.407871,46.64401
"Skyway Avenue Solar Farm","REA Investments, LLC","Frenchville","Maine","solar",2.5,-68.377179,47.310336
"Ward Solar 1, LLC","REA Investments, LLC","Carver","Massachusetts","solar",2,-70.7462,41.88779
"Hampton Substation Energy Storage","Corn Belt Power Coop","Hampton","Iowa","batteries",1.4,-93.2321,42.6872
"DSI Julie Solar","DSI Julie Solar LLC","Cold Spring","Minnesota","solar",1,-94.396113,45.467235
"Agave","Arizona Public Service Co","Arlington","Arizona","solar",150,-112.83972,33.32389
"Toledo Air National Guard","180th Fighter Wing","Swanton","Ohio","solar",1.5,-83.787808,41.586376
"Eldorado Solar I","Sol Systems","Eldorado","Illinois","solar",150,-88.44912,37.85259
"AES Laubacher Solar CSG","AES Clean Energy","Albion","New York","solar",2.4,-78.228979,43.227156
"City of Long Beach Airport Lot A & B","Solar DG CA Long Beach, LLC","Long Beach","California","solar",1.2,-118.141168,33.81516
"Amazon BDL4","Telyon AMZ Windsor LLC","Windsor","Connecticut","solar",3.9,-72.65809,41.90376
"Hollister Wastewater Facility","Perpetual Energy Systems","Hollister","California","solar",1,-121.445858,36.857193
"Independence East","AETS OpCo Holdings LLC","Independence","New York","solar",5,-77.79781,42.073301
"Lemoore West","Leprino Foods","Lemoore","California","solar",7.9,-119.82142,36.30018
"KDC Solar Madera LLC","Valta Energy","Madera","California","solar",10,-120.104,36.926
"Overland","Greenbacker Renewable Energy Corporation","Hudson","Colorado","solar",11,-104.645395,40.135008
"Dairy Farm","Greenbacker Renewable Energy Corporation","Anson","Maine","solar",4,-69.883888,44.837429
"Lake Wilson Solar","Lake Wilson Solar, LLC","Lake Wilson","Minnesota","solar",1,-95.954889,43.980417
"Lake Lilian Solar","Lake Lilian Solar, LLC","Lilian Lake","Minnesota","solar",1,-94.891917,44.9368
"Marion Solar 4b LLC","Pivot Energy","Sandoval","Illinois","solar",2,-89.114438,38.624571
"Putnam Solar 1","Pivot Energy","Granville","Illinois","solar",2,-89.211779,41.257762
"Putnam Solar 1B","Pivot Energy","Granville","Illinois","solar",2,-89.212716,42.257754
"Wolf Run Solar","Wolf Run Solar LLC","Chapin","Illinois","solar",140,-90.359316,39.792296
"Prairie Center Energy LLC","Whetstone Power Operations LLC","Brighton","Colorado","batteries",33.7,-104.794297,39.930281
"Kankakee Solar 1","Pivot Energy","Bourbonnais","Illinois","solar",2,-87.919791,41.215073
"VA- US Foods- Manassas","EDPRNA DG VA Manassas LLC","Manassas","Virginia","solar",2,-77.554755,38.786044
"CA- US Foods- Livermore","EDPRNA DG CA Livermore LLC","Livermore","California","solar",2.4,-121.708508,37.711625
"Poet Bioprocessing Emmetsburg","Poet Bioprocessing Emmetsburg","Emmetsburg","Iowa","natural gas",2.7,-94.643056,43.091625
"Niagara Solar Project","DG Niagara, LLC","Randomville","New York","solar",5,-78.904,43.208
"Old Frontier Solar III","Old Frontier Solar III PV, LLC","South Deerfield","Massachusetts","solar",4,-72.622512,42.494046
"Independence Road (CSG)","AETS OpCo Holdings LLC","Independence","New York","solar",5,-77.822683,42.089058
"Ruhlmann A (CSG)","AETS OpCo Holdings LLC","Lockport","New York","solar",5,-78.702465,43.151901
"Martin County Solar Project, LLC","Martin County Solar Project, LLC","Pilgrim","Kentucky","solar",111,-82.474125,37.765452
"Bear Canyon","Bear Canyon Energy Storage","Middletown","California","batteries",13,-122.692786,38.762781
"KDC Solar CV Ascend One LLC","KDC Solar CV Ascend One LLC","West Friendship","Maryland","solar",2,-76.984541,39.31771
"KDC Solar CV Cedar Lane Park LLC","KDC Solar CV Cedar Lane Park LLC","West Friendship","Maryland","solar",2,-76.978872,39.314718
"KDC Solar CV Central MD Regional Transit","KDC Solar CV Central MD Regional Transit LLC","West Friendship","Maryland","solar",2,-76.978,39.311
"KDC Solar CV Animal Control LLC","KDC Solar CV Animal Control LLC","West Friendship","Maryland","solar",2,-76.978872,39.314718
"KDC Solar CV O'Donnell Property LLC","KDC Solar CV O'Donnell Property LLC","West Friendship","Maryland","solar",2,-76.978,39.311
"Dublin Street LLC","Dublin Street LLC","Machias","Maine","solar",4.9,-67.469765,44.70049
"Tumbleweed Energy Storage","Tumbleweed Energy Storage, LLC","Rosamond","California","batteries",125,-118.33898,34.83427
"City of Rosamond (CA)","Standard Solar","Rosamond","California","solar",1,-118.146832,34.835677
"Chickasaw Wind Farm","MidAmerican Energy Co","New Hampton","Iowa","wind",200,-92.32443,43.14014
"West Ford Flat","West Ford Flat Energy Storage","Middletown","California","batteries",25,-122.721828,38.788111
"Kings CSG 3 LLC Community Solar","Dimension Energy LLC","Lemoore","California","solar",3,-119.8852,36.24918
"Visalia CSG LLC","Dimension Energy LLC","Tulare","California","solar",3,-119.23999,36.30677
"Tulare CSG LLC","Dimension Energy LLC","Tulare","California","solar",3,-119.48043,35.98738
"Enchanted Rock Turlock Irrigation Distri","Enchanted Rock","Patterson","California","natural gas",46.8,-121.131037,37.435853
"Sylvan Solar","ALLETE, Inc.","Pillager","Minnesota","solar",15.2,-94.387861,46.324097
"Brazos Bend BESS, LLC","Cypress Creek Renewables","Rosenburg","Texas","batteries",100,-95.80023,29.56318
"Atrisco Energy Storage","Atrisco Energy Storage LLC","Rio Rancho","New Mexico","batteries",300,-106.912536,35.197003
"Oxon Run CREF","Oxon Run Community Renewable Energy Facility","Washington","District of Columbia","solar",2,-77.003539,38.821772
"Lockhart Solar PV II","Terra-Gen Operating Co-Solar","Hinkley","California","solar",75,-117.3489,35.04351
"Banner Solar","Banner Solar, LLC","Benson","North Carolina","solar",5,-78.555424,35.413724
"Beulah Solar","Beulah Solar, LLC","Batesburg","South Carolina","solar",74.9,-81.571162,33.945207
"Brick City Solar","Brick City Solar, LLC","Wallace","North Carolina","solar",5,-77.983449,34.726402
"Clovelly Solar","Clovelly Solar, LLC","Lillington","North Carolina","solar",5,-78.773252,35.416929
"Coogee Solar","Coogee Solar, LLC","Grantsboro","North Carolina","solar",5,-76.823601,35.150766
"Wheeler Ridge","AFTW Holdings, LLC","Bakersfield","California","solar",4.5,-119.316,35.082
"Crystal Farms Local Solar","Crystal Farms Local Solar, LLC","San Joaquin","California","solar",3.5,-120.177104,36.633807
"Fresno Community Solar","Fresno Community Solar Developers, LLC","Fresno","California","solar",10,-119.885,36.696
"Saint Energy Storage II LLC","Saint Energy Storage II LLC","Coolidge","Arizona","batteries",100,-111.514226,32.86951
"Eastover Solar","Eastover Solar, LLC","Eastover","South Carolina","solar",91.6,-80.6467,33.918542
"ESA Albemarle NC Solar","ESA Albemarle NC Solar, LLC","Albemarle","North Carolina","solar",2,-80.123649,35.39606
"Millers Chapel Solar","Millers Chapel Solar, LLC","La Grange","North Carolina","solar",4.8,-77.898055,35.360306
"Oakwood Solar","Oakwood Solar, LLC","Mebane","North Carolina","solar",5,-78.077183,35.299225
"Overman Solar","Overman Solar, LLC","Goldsboro","North Carolina","solar",5,-78.077183,35.299225
"Saw Solar","Saw Solar, LLC","China Grove","North Carolina","solar",5,-80.651804,35.556436
"Sawtell Solar","Sawtell Solar, LLC","Hendersonville","North Carolina","solar",3,-82.375953,35.380139
"Southwick Solar","Southwick Solar, LLC","Graham","North Carolina","solar",3,-79.367698,36.009321
"Whiskey Solar","Whiskey Solar, LLC","Cumberland","North Carolina","solar",5,-79.736312,35.273434
"Inland Empire Energy Storage","Strata Manager, LLC","Rialto","California","batteries",70,-117.41597,34.137674
"Georgia Ballard BESS","Strata Manager, LLC","Georgia","Vermont","batteries",5,-73.124673,44.697674
"Ticon Solar","Ticon Solar, LLC","Ticonderoga","New York","solar",5,-73.44,43.868
"Franklin Park 3-SLCHI803","Prologis Logistics Services Incorporated","Franklin Park","Illinois","solar",1.2,-87.860918,41.947302
"Angelo Solar","Angelo Solar, LLC","San Angelo","Texas","solar",195,-100.58,31.51
"Angelo Storage","Angelo Storage, LLC","San Angelo","Texas","batteries",100,-100.583567,31.513643
"Coffeen Solar BESS","Vistra Corp","Coffeen","Illinois","solar",46.2,-89.393356,39.068994
"Baldwin Solar BESS","Vistra Corp","Baldwin","Illinois","solar",70.4,-89.853939,38.203536
"Mountain View Ind Park 1-sline001","Prologis Logistics Services Incorporated","Fontana","California","solar",1.1,-117.460361,34.050209
"Rush Solar","Rush Solar Farm 1, LLC","Rush","New York","solar",5,-77.698,42.947
"Guilderland Solar","Helios Energy New York 13 LLC","Altamont","New York","solar",5,-74.022635,42.716554
"MN CSG 2019-82","MN CSG 2019-82 LLC","Atwater","Minnesota","solar",1,-94.7599,45.13623
"MN CSG 2019-60","MN CSG 2019-60 LLC","Buffalo Lake","Minnesota","solar",1,-94.6044,44.7328
"Enfield Solar Site 2","NSF Enfield Site 2, LLC","Enfield","New York","solar",5,-76.608,42.445
"Enfield Solar Site 3","NSF Enfield Site 3, LLC","Enfield","New York","solar",5,-76.603,42.446
"Enfield Solar Site 1","NSF Enfield Site 1, LLC","Enfield","New York","solar",5,-76.609,42.448
"Maumee Solar","Maumee Solar, LLC","Maumee","Ohio","solar",2.4,-83.695,41.568
"Coventry Solar Site 2","NSF Coventry Site 2, LLC","Greene","New York","solar",5,-75.671,42.315
"Coventry Solar Site 3","NSF Coventry Site 3, LLC","Greene","New York","solar",5,-75.402,42.18
"Big Elm Solar","Big Elm Solar, LLC","Troy","Texas","solar",200,-97.216976,31.141051
"Downeast Wind","Downeast Wind, LLC","Columbia","Maine","wind",126,-67.917477,44.757478
"Great Kiskadee Storage","Great Kiskadee Storage, LLC","San Juan","Texas","batteries",100,-98.171881,26.104286
"Prosperity Wind","Prosperity Wind, LLC","Deland","Illinois","wind",300,-88.58944,40.187881
"CAMILLUS B (CSG)","AETS OpCo Holdings LLC","Camillus","New York","solar",5,-76.31272,43.07487
"CAMILLUS A (CSG)","AETS OpCo Holdings LLC","Camillus","New York","solar",5,-76.314106,43.073458
"North Kern 2","Madison Energy Investments LLC","City of Shafter","California","solar",2.5,-119.1536,35.4678
"North Kern 1","Madison Energy Investments LLC","Shafter","California","solar",2.5,-119.169,35.4691
"St. Clair Solar 3","Pivot Energy","Washington Park","Illinois","solar",2,-90.087139,38.62303
"Kankakee Solar 3","Pivot Energy","Manteno","Illinois","solar",2,-87.881401,41.220911
"Vinelands Power Plant","Grand Valley Power LLC","Palisade","Colorado","hydroelectric",3.5,-108.345744,39.101686
"Gransolar Texas One, LLC","Gransolar Texas One, LLC","Thorndale","Texas","solar",50,-97.154753,30.599817
"BT Jungmann","BT Jungmann, LLC","Buckholts","Texas","solar",40,-97.05778,30.903764
"GCC Trident Solar Project","GCC Trident LLC","Three Forks","Montana","solar",2,-111.463734,45.93728
"Fairview Farms","Madison Energy Investments LLC","Bel Air","Maryland","solar",30,-76.273611,39.516944
"South County Detention Center Solar","SoCore Energy LLC","Porterville","California","solar",1.1,-119.061,36.039
"North Juvenile Detention Center Solar","SoCore Energy LLC","Visalia","California","solar",1.4,-119.32,36.461
"Government Plaza Solar","SoCore Energy LLC","Visalia","California","solar",1.1,-119.317,36.278
"Tulare Akers Professional Center","SoCore Energy LLC","Visalia","California","solar",1,-119.351,36.322
"Bob Wiley Detention Center","SoCore Energy LLC","Visalia","California","solar",1.8,-119.312,36.454
"Civic Center East","SoCore Energy LLC","Visalia","California","solar",1.5,-119.317,36.33
"Morris Ridge Solar","Morris Ridge Solar Energy Center, LLC","Mount Morris","New York","solar",177,-77.890835,42.663093
"NCS FCPA LLC","New Columbia Solar","Washington","District of Columbia","solar",1.1,-76.9403,38.89146
"NCS Paradise LLC","New Columbia Solar","Washington","District of Columbia","solar",1.3,-76.9514,38.90639
"Dakota Range Wind","Northern States Power Co - Minnesota","Marvin","South Dakota","wind",297.6,-97.023144,45.223652
"Blackwell Creek Solar","Blackwell Creek Solar LLC","Central Point","Oregon","solar",1.4,-123.008306,42.404138
"CP East Hampton I & II Solar","NJR Clean Energy Ventures Corporation","East Hampton","Connecticut","solar",2,-72.42,41.4
"DIVOCSG 2 LLC","Madison Energy Investments LLC","Cokato","Minnesota","solar",1,-94.183,45.086
"Fairhaven","Baltimore Gas & Electric Co","Tracys Landing","Maryland","batteries",0.7,-76.589401,38.7538
"Sand Prairie Solar","DG Sand Prairie, LLC","Green Valley","Illinois","solar",2,-89.693266,40.437682
"Verde Light Community Solar","Verde Light Community Solar LLC","Ontario","Oregon","solar",3,-117.00367,44.03604
"Buzzard Flop","Peoples Electric Cooperative","Calvin","Oklahoma","natural gas",6.8,-96.229088,34.855303
"Centrahoma East","Peoples Electric Cooperative","Centrahoma","Oklahoma","natural gas",22.6,-96.287696,34.588788
"Centrahoma West","Peoples Electric Cooperative","Centrahoma","Oklahoma","natural gas",22.9,-96.295937,34.593196
"Little Dixie","Peoples Electric Cooperative","Centrahoma","Oklahoma","natural gas",11.2,-96.290485,34.593851
"Stuart (OK)","Peoples Electric Cooperative","McAlester","Oklahoma","natural gas",4.5,-96.054478,34.879814
"Warrior Solar Partners","Warrior Solar Partners, LLC","Frankfort","New York","solar",5,-75.126889,43.072972
"118 Echo","Madison Energy Investments LLC","Mashpee","Massachusetts","solar",1,-70.503056,41.655
"3100 Valleyview Drive","Madison Energy Investments LLC","Columbus","Ohio","solar",1,-83.029167,39.956944
"IL2 - W109","Madison Energy Investments LLC","Joliet","Illinois","solar",4.9,-88.023659,41.470454
"North Stafford HS","Madison Energy Investments LLC","Stafford","Virginia","solar",1.3,-77.455278,38.467778
"Waterboro","Madison Energy Investments LLC","East Waterboro","Maine","solar",4.9,-70.718611,43.591111
"Wheeler Ridge 2","Madison Energy Investments LLC","Arvin","California","solar",5,-118.9085,34.9846
"Lake Hallie","Standard Solar","Chippewa Falls","Wisconsin","solar",5,-91.383754,44.899592
"TJA-NY- Dix Solar Farm LLC","Dimension Energy LLC","Dix","New York","solar",3.8,-76.891,42.3085
"TJA-NY-Chestnut Ridge Rd Moravia, LLC","Dimension Energy LLC","Moravia","New York","solar",3.6,-76.39461,42.72657
"TJA-NY-1454 CR 15 Oswegatchie, LLC","Dimension Energy LLC","Oswegatchie","New York","solar",4.9,-75.35402,44.60128
"TJA-NY-Cohocton Solar Farm, LLC","Dimension Energy LLC","Cohocton","New York","solar",5,-77.456851,42.545103
"TJA-NY-Canton Solar Farm LLC","Dimension Energy LLC","Canton","New York","solar",4.9,-75.131559,44.601551
"TJA-NY-Barrett Rd New Woodstock, LLC","Dimension Energy LLC","New Woodstock","New York","solar",4.7,-75.827099,42.830348
"Caledonia CSG LLC","Dimension Energy LLC","Caledonia","New York","solar",5,-77.8724,42.9763
"Lebanon CSG LLC","Dimension Energy LLC","Lebanon","Maine","solar",3.8,-70.941546,43.376709
